policy,budget_ratio,original_seq_len,retained_positions,cache_retention_ratio,kv_cache_bytes,prefill_latency_sec,decode_latency_sec,tokens_per_second,peak_memory_mb,generated_tokens,generated_text,prompt_id,domain,target_length,target_keyword,instruction_retained,repeat,seed,model_name,protected_tokens_count
Recent_Window,0.125,537,67,0.12476722532588454,1646592,0.07187849999900209,0.25091470000188565,99.63545380088182,1357.3828125,25, to to to to to to to to to to to to to to to to to to to to to to to to be,3,Log Level,512,WARNING,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.125,537,67,0.12476722532588454,1646592,0.09160030000202823,0.24777419999736594,100.8983179050352,1356.91015625,25, the log level strictly to the log level strictly to the log level strictly to the log level strictly to the log level strictly to,3,Log Level,512,WARNING,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.125,537,67,0.12476722532588454,1646592,0.09481749999758904,0.2682152999987011,93.20870211401464,1356.91015625,25," WARNING.
=== REQUIRED SPECIFICATION RECALL ===
Logging Standard Rule: In production environments,",3,Log Level,512,WARNING,True,1,42,EleutherAI/pythia-70m,18.0
Full_KV,1.0,537,537,1.0,13197312,0.08124760000282549,0.2794753000016499,89.45334346130915,1356.8984375,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via OpenTelemetry captures",3,Log Level,512,WARNING,True,2,43,EleutherAI/pythia-70m,
Recent_Window,0.5,537,268,0.49906890130353815,6586368,0.09194030000071507,0.2455867999997281,101.7970021191191,1356.58203125,25, to to to to to to to to to to to to to to to to to to to to to to to to to,3,Log Level,512,WARNING,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.5,537,268,0.49906890130353815,6586368,0.08328270000129123,0.2454375000015716,101.85892538768492,1357.42578125,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via OpenFlow captures span",3,Log Level,512,WARNING,True,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.5,537,268,0.49906890130353815,6586368,0.0763853000025847,0.2526183999980276,98.96349592981032,1357.44140625,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via OpenFlow captures span",3,Log Level,512,WARNING,True,2,43,EleutherAI/pythia-70m,18.0
Recent_Window,0.25,537,134,0.24953445065176907,3293184,0.07428339999751188,0.24802199999976438,100.79750989841123,1357.44140625,25, to to to to to to to to to to to to to to to to to to to to to to to to to,3,Log Level,512,WARNING,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.25,537,134,0.24953445065176907,3293184,0.08297630000015488,0.23394370000096387,106.86331796879762,1357.109375,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via the Kubernetes cluster.",3,Log Level,512,WARNING,True,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.25,537,134,0.24953445065176907,3293184,0.08283799999844632,0.22642889999769977,110.40993442203697,1357.42578125,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via the Kubernetes API.",3,Log Level,512,WARNING,True,2,43,EleutherAI/pythia-70m,18.0
Recent_Window,0.125,537,67,0.12476722532588454,1646592,0.07438919999913196,0.2116505000012694,118.11925792686557,1357.42578125,25, to to to to to to to to to to to to to to to to to to to to to to to to be,3,Log Level,512,WARNING,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.125,537,67,0.12476722532588454,1646592,0.07197579999774462,0.22443600000042352,111.39032953694071,1356.94921875,25, the log level strictly to the log level strictly to the log level strictly to the log level strictly to the log level strictly to,3,Log Level,512,WARNING,False,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.125,537,67,0.12476722532588454,1646592,0.07030949999898439,0.20834950000062236,119.99068872219671,1356.94921875,25," WARNING.
=== REQUIRED SPECIFICATION RECALL ===
Logging Standard Rule: In production environments,",3,Log Level,512,WARNING,True,2,43,EleutherAI/pythia-70m,18.0
Full_KV,1.0,537,537,1.0,13197312,0.06971400000111316,0.24812999999994645,100.7536372063249,1357.02734375,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via OpenTelemetry captures",3,Log Level,512,WARNING,True,3,44,EleutherAI/pythia-70m,
Recent_Window,0.5,537,268,0.49906890130353815,6586368,0.07697679999910179,0.2319549999992887,107.77952620153333,1356.69140625,25, to to to to to to to to to to to to to to to to to to to to to to to to to,3,Log Level,512,WARNING,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.5,537,268,0.49906890130353815,6586368,0.07735490000050049,0.22783680000065942,109.72766471407448,1357.53515625,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via OpenFlow captures span",3,Log Level,512,WARNING,True,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.5,537,268,0.49906890130353815,6586368,0.10363979999965522,0.23582330000135698,106.0115773117251,1357.55078125,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via OpenFlow captures span",3,Log Level,512,WARNING,True,3,44,EleutherAI/pythia-70m,18.0
Recent_Window,0.25,537,134,0.24953445065176907,3293184,0.07376680000015767,0.23021700000026613,108.593196853278,1357.55078125,25, to to to to to to to to to to to to to to to to to to to to to to to to to,3,Log Level,512,WARNING,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.25,537,134,0.24953445065176907,3293184,0.08027560000118683,0.2344840000005206,106.61708261520826,1357.21875,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via the Kubernetes cluster.",3,Log Level,512,WARNING,True,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.25,537,134,0.24953445065176907,3293184,0.0778744999988703,0.262648399999307,95.18428438957162,1357.53515625,25," WARNING.

=== REQUIRED SPECIFICATION RECALL ===
Distributed tracing via the Kubernetes API.",3,Log Level,512,WARNING,True,3,44,EleutherAI/pythia-70m,18.0
Recent_Window,0.125,537,67,0.12476722532588454,1646592,0.08937779999905615,0.24859210000067833,100.56634945330838,1357.53515625,25, to to to to to to to to to to to to to to to to to to to to to to to to be,3,Log Level,512,WARNING,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.125,537,67,0.12476722532588454,1646592,0.0838822000005166,0.21479200000248966,116.39167194174003,1357.05859375,25, the log level strictly to the log level strictly to the log level strictly to the log level strictly to the log level strictly to,3,Log Level,512,WARNING,False,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.125,537,67,0.12476722532588454,1646592,0.06895979999899282,0.22577280000041355,110.73078776519672,1357.05859375,25," WARNING.
=== REQUIRED SPECIFICATION RECALL ===
Logging Standard Rule: In production environments,",3,Log Level,512,WARNING,True,3,44,EleutherAI/pythia-70m,18.0
Full_KV,1.0,569,569,1.0,13983744,0.08212930000081542,0.23759199999767588,105.22239806157005,1357.03125,25," Memcached.
Application Cache Rule: In-memory application caching must strictly use Memcached.
Application Cache Rule: In",4,Cache Engine,512,Memcached,True,1,42,EleutherAI/pythia-70m,
Recent_Window,0.5,569,284,0.4991212653778559,6979584,0.07655309999972815,0.21851429999878746,114.40898833686731,1357.06640625,25, use of use of use of use of use of use of use of use of use of use of use of use of use,4,Cache Engine,512,Memcached,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.5,569,284,0.4991212653778559,6979584,0.07887299999856623,0.20061189999978524,124.61872899876211,1357.92578125,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.5,569,284,0.4991212653778559,6979584,0.0765097000003152,0.23631699999896227,105.79010397097873,1357.94140625,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,1,42,EleutherAI/pythia-70m,15.0
Recent_Window,0.25,569,142,0.24956063268892795,3489792,0.0928764999989653,0.21033819999865955,118.85620396180684,1357.94140625,25, use of the cache-control headers set to max-age=31536000. Content security policies prevent arbitrary script injection via,4,Cache Engine,512,Memcached,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.25,569,142,0.24956063268892795,3489792,0.0815180000026885,0.21244970000043395,117.6749131674412,1357.90625,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: Background-based caching",4,Cache Engine,512,Memcached,True,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.25,569,142,0.24956063268892795,3489792,0.09468209999977262,0.2474015000007057,101.05031699455617,1357.90625,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,1,42,EleutherAI/pythia-70m,15.0
Recent_Window,0.125,569,71,0.12478031634446397,1744896,0.08395739999832585,0.22370629999932135,111.75366987910418,1357.90625,25, strict Cache-Control headers set to max-age=31536000. Content security policies prevent arbitrary script injection via strict non,4,Cache Engine,512,Memcached,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.125,569,71,0.12478031634446397,1744896,0.08189900000070338,0.22812610000255518,109.58851266786212,1357.4375,25," strict Cache Rule.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: Background check must",4,Cache Engine,512,Memcached,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.125,569,71,0.12478031634446397,1744896,0.08376470000075642,0.23791590000109863,105.07914771515715,1357.4375,25," Memcached.
Application Cache Rule: In-memory application caching must strictly use Memcached.
Application Cache Rule: In",4,Cache Engine,512,Memcached,True,1,42,EleutherAI/pythia-70m,15.0
Full_KV,1.0,569,569,1.0,13983744,0.0838621000002604,0.24004810000042198,104.14579411357995,1357.5546875,25," Memcached.
Application Cache Rule: In-memory application caching must strictly use Memcached.
Application Cache Rule: In",4,Cache Engine,512,Memcached,True,2,43,EleutherAI/pythia-70m,
Recent_Window,0.5,569,284,0.4991212653778559,6979584,0.07756769999832613,0.2231653999988339,112.0245342697866,1357.18359375,25, use of use of use of use of use of use of use of use of use of use of use of use of use,4,Cache Engine,512,Memcached,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.5,569,284,0.4991212653778559,6979584,0.0892788000019209,0.23247839999748976,107.53687224391575,1358.04296875,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.5,569,284,0.4991212653778559,6979584,0.0819058999986737,0.23996139999871957,104.18342283439503,1358.05859375,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,2,43,EleutherAI/pythia-70m,15.0
Recent_Window,0.25,569,142,0.24956063268892795,3489792,0.08189100000163307,0.22276229999988573,112.22724850664957,1358.05859375,25, use of the cache-control headers set to max-age=31536000. Content security policies prevent arbitrary script injection via,4,Cache Engine,512,Memcached,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.25,569,142,0.24956063268892795,3489792,0.08130420000088634,0.2271275000020978,110.0703349430126,1358.0234375,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: Background-based caching",4,Cache Engine,512,Memcached,True,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.25,569,142,0.24956063268892795,3489792,0.08695740000257501,0.2521962999999232,99.12913076047353,1358.0234375,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,2,43,EleutherAI/pythia-70m,15.0
Recent_Window,0.125,569,71,0.12478031634446397,1744896,0.09427909999794792,0.23239850000027218,107.5738440651326,1358.0234375,25, strict Cache-Control headers set to max-age=31536000. Content security policies prevent arbitrary script injection via strict non,4,Cache Engine,512,Memcached,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.125,569,71,0.12478031634446397,1744896,0.0856104000013147,0.232422699999006,107.56264340835433,1357.55078125,25," strict Cache Rule.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: Background check must",4,Cache Engine,512,Memcached,False,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.125,569,71,0.12478031634446397,1744896,0.0847219999996014,0.2108236999993096,118.58249333486637,1358.89453125,25," Memcached.
Application Cache Rule: In-memory application caching must strictly use Memcached.
Application Cache Rule: In",4,Cache Engine,512,Memcached,True,2,43,EleutherAI/pythia-70m,15.0
Full_KV,1.0,569,569,1.0,13983744,0.08334079999985988,0.2238212999982352,111.69625053646423,1358.90625,25," Memcached.
Application Cache Rule: In-memory application caching must strictly use Memcached.
Application Cache Rule: In",4,Cache Engine,512,Memcached,True,3,44,EleutherAI/pythia-70m,
Recent_Window,0.5,569,284,0.4991212653778559,6979584,0.07692889999816543,0.2040592999983346,122.51340664308871,1359.390625,25, use of use of use of use of use of use of use of use of use of use of use of use of use,4,Cache Engine,512,Memcached,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.5,569,284,0.4991212653778559,6979584,0.0798309000019799,0.20185399999900255,123.85189295294389,1359.39453125,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.5,569,284,0.4991212653778559,6979584,0.07602279999991879,0.2019821000030788,123.77334426970967,1359.41015625,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,3,44,EleutherAI/pythia-70m,15.0
Recent_Window,0.25,569,142,0.24956063268892795,3489792,0.07759210000222083,0.19965330000195536,125.21706377883639,1359.41015625,25, use of the cache-control headers set to max-age=31536000. Content security policies prevent arbitrary script injection via,4,Cache Engine,512,Memcached,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.25,569,142,0.24956063268892795,3489792,0.08478009999817004,0.243458400000236,102.68694774949546,1359.37890625,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: Background-based caching",4,Cache Engine,512,Memcached,True,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.25,569,142,0.24956063268892795,3489792,0.08534700000018347,0.20811350000076345,120.12675775434217,1359.37890625,25," Memcached.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: In-memory application",4,Cache Engine,512,Memcached,True,3,44,EleutherAI/pythia-70m,15.0
Recent_Window,0.125,569,71,0.12478031634446397,1744896,0.08225490000040736,0.1979577000020072,126.28960631360393,1359.37890625,25, strict Cache-Control headers set to max-age=31536000. Content security policies prevent arbitrary script injection via strict non,4,Cache Engine,512,Memcached,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.125,569,71,0.12478031634446397,1744896,0.07798299999922165,0.19404949999807286,128.83310701778814,1358.91015625,25," strict Cache Rule.

=== REQUIRED SPECIFICATION RECALL ===
Application Cache Rule: Background check must",4,Cache Engine,512,Memcached,False,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.125,569,71,0.12478031634446397,1744896,0.07658009999795468,0.19413920000079088,128.77358101763144,1358.91015625,25," Memcached.
Application Cache Rule: In-memory application caching must strictly use Memcached.
Application Cache Rule: In",4,Cache Engine,512,Memcached,True,3,44,EleutherAI/pythia-70m,15.0
Full_KV,1.0,551,551,1.0,13541376,0.07379420000143,0.21141250000073342,118.25223201046897,1358.921875,25," X-Secret-Key header.
2. Rate Limit Rule: Rate limits apply across client IP subnets.
3",5,Authentication Header,512,X-Secret-Key,True,1,42,EleutherAI/pythia-70m,
Recent_Window,0.5,551,276,0.5009074410163339,6782976,0.0736464999972668,0.20029109999813954,124.81832692631984,1358.57421875,25, request request request request request request request request request request request request request request request request request request request request request request request request request,5,Authentication Header,512,X-Secret-Key,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.5,551,276,0.5009074410163339,6782976,0.08709380000072997,0.22690220000004047,110.17962805118479,1359.43359375,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.5,551,276,0.5009074410163339,6782976,0.08140349999666796,0.2027814999964903,123.28540818779176,1359.43359375,25," X-Secret-Key header.
2. Rate Limit Rule: Service-to-service requests must pass authorization via the",5,Authentication Header,512,X-Secret-Key,True,1,42,EleutherAI/pythia-70m,22.0
Recent_Window,0.25,551,138,0.25045372050816694,3391488,0.0744922999983828,0.1982501999991655,126.10327757603893,1359.43359375,25, the the the the the the the the the the the the the the the the the the the the the the the the the,5,Authentication Header,512,X-Secret-Key,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.25,551,138,0.25045372050816694,3391488,0.07505189999938011,0.19698440000138362,126.91360330982758,1359.41796875,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.25,551,138,0.25045372050816694,3391488,0.07615420000001905,0.19673209999746177,127.07636425536325,1359.41796875,25," X-Secret-Key header.

=== REQUIRED SPECIFICATION RECALL ===
Authentication Rule: Service",5,Authentication Header,512,X-Secret-Key,True,1,42,EleutherAI/pythia-70m,22.0
Recent_Window,0.125,551,69,0.12522686025408347,1695744,0.07486060000155703,0.19484540000121342,128.30685250893433,1359.30859375,25, the the the the the the the the the the the the the the the the the the the the the the the the the,5,Authentication Header,512,X-Secret-Key,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.125,551,69,0.12522686025408347,1695744,0.07361759999912465,0.19234270000015385,129.97633910712494,1358.9375,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.125,551,69,0.12522686025408347,1695744,0.07933910000065225,0.20946309999999357,119.35276428163608,1358.9375,25," X-Secret-Key header.

=== REQUIRED SPECIFICATION RECALL ===
Authentication Rule: Service",5,Authentication Header,512,X-Secret-Key,True,1,42,EleutherAI/pythia-70m,22.0
Full_KV,1.0,551,551,1.0,13541376,0.07849560000249767,0.21778640000047744,114.7913735657745,1359.0703125,25," X-Secret-Key header.
2. Rate Limit Rule: Rate limits apply across client IP subnets.
3",5,Authentication Header,512,X-Secret-Key,True,2,43,EleutherAI/pythia-70m,
Recent_Window,0.5,551,276,0.5009074410163339,6782976,0.07530910000059521,0.20363970000107656,122.76584575536025,1358.65625,25, request request request request request request request request request request request request request request request request request request request request request request request request request,5,Authentication Header,512,X-Secret-Key,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.5,551,276,0.5009074410163339,6782976,0.07640460000038729,0.2176839999992808,114.84537219126163,1359.515625,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.5,551,276,0.5009074410163339,6782976,0.07309429999804706,0.20716389999870444,120.67739601424933,1359.515625,25," X-Secret-Key header.
2. Rate Limit Rule: Service-to-service requests must pass authorization via the",5,Authentication Header,512,X-Secret-Key,True,2,43,EleutherAI/pythia-70m,22.0
Recent_Window,0.25,551,138,0.25045372050816694,3391488,0.06977809999807505,0.21050360000299406,118.76281450599618,1359.515625,25, the the the the the the the the the the the the the the the the the the the the the the the the the,5,Authentication Header,512,X-Secret-Key,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.25,551,138,0.25045372050816694,3391488,0.08235350000177277,0.2099220999989484,119.09179643365438,1359.5,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.25,551,138,0.25045372050816694,3391488,0.07896079999773065,0.23201129999870318,107.75337235789695,1359.5,25," X-Secret-Key header.

=== REQUIRED SPECIFICATION RECALL ===
Authentication Rule: Service",5,Authentication Header,512,X-Secret-Key,True,2,43,EleutherAI/pythia-70m,22.0
Recent_Window,0.125,551,69,0.12522686025408347,1695744,0.0796427000022959,0.2069946000010532,120.77609754009428,1359.390625,25, the the the the the the the the the the the the the the the the the the the the the the the the the,5,Authentication Header,512,X-Secret-Key,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.125,551,69,0.12522686025408347,1695744,0.07928379999793833,0.20311749999746098,123.08146762495849,1359.01953125,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.125,551,69,0.12522686025408347,1695744,0.07427909999751137,0.19993149999936577,125.0428271687018,1359.01953125,25," X-Secret-Key header.

=== REQUIRED SPECIFICATION RECALL ===
Authentication Rule: Service",5,Authentication Header,512,X-Secret-Key,True,2,43,EleutherAI/pythia-70m,22.0
Full_KV,1.0,551,551,1.0,13541376,0.07791749999887543,0.22931049999897368,109.0224826168531,1359.01953125,25," X-Secret-Key header.
2. Rate Limit Rule: Rate limits apply across client IP subnets.
3",5,Authentication Header,512,X-Secret-Key,True,3,44,EleutherAI/pythia-70m,
Recent_Window,0.5,551,276,0.5009074410163339,6782976,0.07262359999731416,0.2023462999968615,123.55056653068411,1358.66796875,25, request request request request request request request request request request request request request request request request request request request request request request request request request,5,Authentication Header,512,X-Secret-Key,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.5,551,276,0.5009074410163339,6782976,0.07422919999953592,0.2026016999989224,123.39481850415356,1359.52734375,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.5,551,276,0.5009074410163339,6782976,0.07394389999899431,0.2033210000008694,122.9582777966521,1359.52734375,25," X-Secret-Key header.
2. Rate Limit Rule: Service-to-service requests must pass authorization via the",5,Authentication Header,512,X-Secret-Key,True,3,44,EleutherAI/pythia-70m,22.0
Recent_Window,0.25,551,138,0.25045372050816694,3391488,0.07356589999835705,0.1969429000018863,126.94034666779332,1359.52734375,25, the the the the the the the the the the the the the the the the the the the the the the the the the,5,Authentication Header,512,X-Secret-Key,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.25,551,138,0.25045372050816694,3391488,0.0708892000002379,0.19533530000262544,127.98505953436978,1359.51171875,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.25,551,138,0.25045372050816694,3391488,0.07332469999892055,0.20452970000042114,122.23163677426076,1359.51171875,25," X-Secret-Key header.

=== REQUIRED SPECIFICATION RECALL ===
Authentication Rule: Service",5,Authentication Header,512,X-Secret-Key,True,3,44,EleutherAI/pythia-70m,22.0
Recent_Window,0.125,551,69,0.12522686025408347,1695744,0.07155369999964023,0.19827539999823784,126.0872503609736,1359.40234375,25, the the the the the the the the the the the the the the the the the the the the the the the the the,5,Authentication Header,512,X-Secret-Key,False,3,44,EleutherAI/pythia-70m,
Attention_Guided,0.125,551,69,0.12522686025408347,1695744,0.07891939999899478,0.19469259999823407,128.40755118698274,1359.03125,25, X-X-X-X-X-X-X-X-X-X-X-X-X,5,Authentication Header,512,X-Secret-Key,False,3,44,EleutherAI/pythia-70m,
Protected_Attention,0.125,551,69,0.12522686025408347,1695744,0.07280340000215801,0.19349030000012135,129.2054433735661,1359.03125,25," X-Secret-Key header.

=== REQUIRED SPECIFICATION RECALL ===
Authentication Rule: Service",5,Authentication Header,512,X-Secret-Key,True,3,44,EleutherAI/pythia-70m,22.0
Full_KV,1.0,558,558,1.0,13713408,0.0742015999967407,0.21499000000039814,116.28447834761478,1359.02734375,25," eu-central-1 region.
Deployment Region Rule: Primary infrastructure must be deployed in the eu-central-1",6,Deployment Region,512,eu-central-1,True,1,42,EleutherAI/pythia-70m,
Recent_Window,0.5,558,279,0.5,6856704,0.07506180000200402,0.21811130000060075,114.62037959487263,1358.67578125,25, cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud,6,Deployment Region,512,eu-central-1,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.5,558,279,0.5,6856704,0.0740594000017154,0.20056000000113272,124.65097726295774,1359.53515625,25," eucentral1.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule: Primary infrastructure",6,Deployment Region,512,eu-central-1,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.5,558,279,0.5,6856704,0.07304419999854872,0.2018582000018796,123.84931600384435,1359.55078125,25," eu-central-1 region.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule",6,Deployment Region,512,eu-central-1,True,1,42,EleutherAI/pythia-70m,19.0
Recent_Window,0.25,558,140,0.25089605734767023,3440640,0.07447429999956512,0.1988619000003382,125.7153833889623,1359.55078125,25, cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud,6,Deployment Region,512,eu-central-1,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.25,558,140,0.25089605734767023,3440640,0.07163899999795831,0.20143989999996847,124.10649528719937,1359.5234375,25," eu-central cluster.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule: Primary",6,Deployment Region,512,eu-central-1,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.25,558,140,0.25089605734767023,3440640,0.0735263999995368,0.1980407999981253,126.23661387066026,1359.515625,25," eu-central-1 region.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule",6,Deployment Region,512,eu-central-1,True,1,42,EleutherAI/pythia-70m,19.0
Recent_Window,0.125,558,70,0.12544802867383512,1720320,0.07560310000189929,0.20652140000311192,121.05283035861316,1359.40625,25, cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud,6,Deployment Region,512,eu-central-1,False,1,42,EleutherAI/pythia-70m,
Attention_Guided,0.125,558,70,0.12544802867383512,1720320,0.07694250000349712,0.19721539999954985,126.76494837653178,1359.046875,25, eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu eu,6,Deployment Region,512,eu-central-1,False,1,42,EleutherAI/pythia-70m,
Protected_Attention,0.125,558,70,0.12544802867383512,1720320,0.07600420000017039,0.1959482999991451,127.58467412123031,1359.04296875,25," eu-central-1 region.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule",6,Deployment Region,512,eu-central-1,True,1,42,EleutherAI/pythia-70m,19.0
Full_KV,1.0,558,558,1.0,13713408,0.07948910000050091,0.22981780000191065,108.78182629801589,1359.05859375,25," eu-central-1 region.
Deployment Region Rule: Primary infrastructure must be deployed in the eu-central-1",6,Deployment Region,512,eu-central-1,True,2,43,EleutherAI/pythia-70m,
Recent_Window,0.5,558,279,0.5,6856704,0.07711940000081086,0.20486719999826164,122.0302713182595,1358.6796875,25, cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud cloud,6,Deployment Region,512,eu-central-1,False,2,43,EleutherAI/pythia-70m,
Attention_Guided,0.5,558,279,0.5,6856704,0.08149459999913233,0.20453439999982947,122.2288280114291,1359.5390625,25," eucentral1.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule: Primary infrastructure",6,Deployment Region,512,eu-central-1,False,2,43,EleutherAI/pythia-70m,
Protected_Attention,0.5,558,279,0.5,6856704,0.07407989999774145,0.20039059999908204,124.7563508473677,1359.5546875,25," eu-central-1 region.

=== REQUIRED SPECIFICATION RECALL ===
Deployment Region Rule",6,Deployment Region,512,eu-central-1,True,2,43,EleutherAI/pythia-70m,19.0
